epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
15,1580.1,0.43884,0.32158,0.8842,0.9705,0.98229,0.99077,0.9268,0.35313,0.24963,0.84163,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
16,1681.41,0.43319,0.3167,0.88076,0.98167,0.9712,0.99314,0.92867,0.34685,0.24158,0.83826,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
17,1782.12,0.42874,0.30937,0.88253,0.97837,0.98836,0.99363,0.93276,0.35533,0.23624,0.84368,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
18,1979.43,0.43165,0.3172,0.88398,0.97651,0.97806,0.99358,0.92686,0.35225,0.23795,0.84037,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
19,2081.58,0.42236,0.30531,0.87933,0.96541,0.97861,0.99338,0.92853,0.34483,0.23589,0.83978,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
20,2190.5,0.42427,0.30702,0.87933,0.98028,0.98575,0.99377,0.93101,0.3388,0.22513,0.83191,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
21,2293.08,0.42242,0.30487,0.88204,0.96734,0.98774,0.99359,0.9339,0.34004,0.23134,0.84083,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
22,2395.22,0.41791,0.29945,0.87686,0.97564,0.97949,0.99326,0.93587,0.33333,0.23334,0.83676,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
23,2497.21,0.41462,0.29868,0.87393,0.97502,0.98592,0.99378,0.94115,0.32466,0.21938,0.82311,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
24,2598.9,0.41335,0.3012,0.8771,0.98192,0.98793,0.99402,0.93435,0.33216,0.22518,0.83341,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
25,2700.65,0.41148,0.29768,0.87308,0.98314,0.9795,0.99409,0.94045,0.3235,0.21009,0.8269,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
26,2803.06,0.41191,0.29653,0.87403,0.97314,0.98684,0.99387,0.93925,0.32788,0.21323,0.8266,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
27,2905.72,0.40503,0.28801,0.87106,0.97789,0.98569,0.99391,0.93759,0.32701,0.21495,0.82695,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
28,3008.89,0.40926,0.29507,0.87051,0.97764,0.98817,0.9939,0.93793,0.32381,0.21043,0.82946,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
29,3114.88,0.40707,0.29145,0.87059,0.98322,0.98624,0.9936,0.93963,0.32427,0.21717,0.82937,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
30,3222.2,0.40395,0.28824,0.8747,0.97662,0.98829,0.99395,0.94324,0.32125,0.21038,0.8344,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
31,3336.75,0.40309,0.28752,0.87029,0.98318,0.99051,0.9943,0.94249,0.31508,0.20864,0.82516,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,3443.81,0.40306,0.28859,0.87002,0.96799,0.98721,0.99407,0.93985,0.32086,0.21426,0.83088,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,3546.82,0.40324,0.28612,0.87051,0.97578,0.98641,0.99409,0.93987,0.31669,0.20528,0.82372,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,3648.72,0.39905,0.2819,0.87023,0.98321,0.98745,0.9939,0.94435,0.31253,0.19758,0.82378,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,3751.75,0.39446,0.2802,0.86705,0.97678,0.99087,0.99399,0.94719,0.30132,0.19812,0.81789,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
36,3853.57,0.39325,0.27783,0.86575,0.98638,0.97649,0.99183,0.94604,0.31031,0.20212,0.82469,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
37,3955.98,0.39448,0.28087,0.86419,0.9856,0.98406,0.99371,0.94318,0.31034,0.20045,0.82281,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
38,4058.11,0.39478,0.27916,0.86581,0.98657,0.99021,0.99425,0.94836,0.30793,0.19762,0.82078,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
39,4159.45,0.39405,0.2802,0.86779,0.9846,0.98638,0.99412,0.94563,0.30672,0.19568,0.81498,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
40,4260.5,0.3909,0.27798,0.86249,0.98576,0.98763,0.99437,0.94834,0.30404,0.1907,0.81523,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
41,4362.8,0.39133,0.2777,0.86362,0.9861,0.98898,0.9944,0.94815,0.29789,0.18903,0.81289,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
42,4464.59,0.39296,0.27688,0.86582,0.98629,0.99055,0.99445,0.94453,0.30486,0.19372,0.82096,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
43,4566.72,0.38795,0.27555,0.86348,0.99017,0.98664,0.99431,0.94462,0.30233,0.1869,0.8215,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
44,4669.19,0.38465,0.27034,0.86281,0.98786,0.98953,0.99441,0.94461,0.29918,0.18281,0.81461,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
45,4771.51,0.3914,0.27468,0.86392,0.98406,0.99174,0.99433,0.94675,0.29915,0.18835,0.82382,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
46,4874.05,0.38739,0.27208,0.86446,0.98715,0.99051,0.99434,0.94871,0.29565,0.18859,0.82174,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
47,4976.26,0.38098,0.2675,0.85811,0.9841,0.98816,0.9943,0.9521,0.29014,0.17807,0.81125,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
48,5078.67,0.38444,0.27032,0.85984,0.98695,0.99053,0.99449,0.95263,0.29169,0.17886,0.81236,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
49,5181.23,0.37851,0.26866,0.86048,0.98503,0.98705,0.99449,0.94899,0.29364,0.18432,0.81238,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
50,5283.37,0.38268,0.26958,0.85994,0.97893,0.99479,0.99459,0.95302,0.29353,0.18158,0.81572,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
51,5385.47,0.37605,0.26685,0.85783,0.98184,0.98936,0.99422,0.9523,0.29382,0.17568,0.81585,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,5487.27,0.3803,0.26608,0.85852,0.99018,0.98134,0.99451,0.95442,0.29031,0.18004,0.81311,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,5589.17,0.37771,0.26313,0.85961,0.98556,0.98702,0.99449,0.95268,0.28809,0.17252,0.8086,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,5691.38,0.37621,0.26339,0.85675,0.98908,0.98583,0.99424,0.9551,0.28948,0.17287,0.80936,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,5792.75,0.37706,0.26416,0.85865,0.98784,0.99296,0.99456,0.95411,0.2876,0.17535,0.80943,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,5894.65,0.37299,0.26223,0.85824,0.98954,0.99296,0.99461,0.95504,0.28354,0.17534,0.80889,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,5998.44,0.37599,0.26414,0.85888,0.98309,0.99416,0.99457,0.95294,0.28397,0.17419,0.80714,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,6101.69,0.37258,0.25948,0.85904,0.98982,0.98439,0.99253,0.9516,0.28817,0.17448,0.81369,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,6205.41,0.37531,0.25904,0.85848,0.98651,0.98924,0.9946,0.95483,0.28466,0.17214,0.80925,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,6307.57,0.371,0.25866,0.85668,0.98518,0.9895,0.99447,0.95476,0.28158,0.17374,0.81093,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,6409.76,0.36615,0.25423,0.85471,0.99078,0.98829,0.99439,0.95515,0.2778,0.16979,0.80883,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,6511.09,0.37129,0.25601,0.85721,0.98829,0.99021,0.99443,0.95498,0.27868,0.16701,0.80901,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,6611.52,0.36922,0.25758,0.85347,0.98783,0.991,0.99453,0.95784,0.2766,0.16468,0.80772,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,6711.92,0.36832,0.2569,0.85478,0.99385,0.99296,0.99467,0.95721,0.27563,0.16594,0.80804,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,6812.1,0.36949,0.25401,0.85503,0.99014,0.99008,0.99458,0.95624,0.2752,0.16828,0.80882,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,6912.85,0.3662,0.25097,0.85325,0.98944,0.99082,0.9946,0.95668,0.27586,0.16499,0.8101,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,7013.68,0.36376,0.25061,0.85203,0.99272,0.99174,0.99469,0.95698,0.27505,0.1622,0.81142,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,7113.77,0.36433,0.25343,0.85448,0.99011,0.98994,0.99459,0.95737,0.27376,0.16171,0.80923,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,7213.81,0.36243,0.25319,0.85419,0.98941,0.99189,0.99455,0.95498,0.27385,0.16155,0.80789,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,7313.69,0.35891,0.25091,0.85291,0.99111,0.99296,0.9947,0.95643,0.27376,0.16118,0.80813,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,7417.06,0.36068,0.24876,0.85262,0.99252,0.99296,0.99474,0.95721,0.27032,0.15944,0.80611,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,7519.82,0.36185,0.25084,0.85356,0.99045,0.99256,0.99469,0.95735,0.26911,0.15813,0.80471,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,7621.7,0.35621,0.24769,0.85012,0.99169,0.99237,0.99474,0.95591,0.27037,0.15902,0.80502,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,7724.26,0.35833,0.25003,0.85464,0.99025,0.99296,0.99474,0.95659,0.26943,0.16019,0.80527,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,7826.92,0.3563,0.24795,0.85072,0.98991,0.9923,0.99474,0.95739,0.2684,0.16046,0.80454,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,7929.77,0.35649,0.24724,0.84895,0.99187,0.99296,0.99474,0.95841,0.26726,0.15771,0.8043,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,8032.1,0.35517,0.24402,0.85006,0.99065,0.98903,0.99466,0.95955,0.2668,0.15642,0.806,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,8134.24,0.35378,0.24476,0.85104,0.99129,0.9905,0.99468,0.96091,0.26724,0.15718,0.80653,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,8239.36,0.35428,0.24388,0.85033,0.9902,0.99266,0.99468,0.96021,0.26847,0.15778,0.80793,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,8341.48,0.35188,0.24158,0.85049,0.9908,0.99266,0.99469,0.96025,0.26754,0.15774,0.80838,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,8443.25,0.35011,0.23991,0.85098,0.99323,0.99419,0.99474,0.95959,0.26662,0.15646,0.80802,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,8545.06,0.34959,0.23908,0.84982,0.99024,0.99266,0.99462,0.96032,0.26414,0.15427,0.80746,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,8647.37,0.34923,0.24001,0.84995,0.99047,0.99266,0.99468,0.95999,0.2634,0.15408,0.8069,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,8749.6,0.35271,0.24234,0.84916,0.99129,0.99266,0.99472,0.96061,0.26263,0.15248,0.80512,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,8851.63,0.34979,0.23904,0.8469,0.99027,0.99266,0.99472,0.96069,0.26248,0.15169,0.80458,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,8953.35,0.34941,0.23756,0.84953,0.98995,0.99294,0.99472,0.96121,0.2612,0.14901,0.8047,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,9053.84,0.34621,0.23769,0.84825,0.98896,0.99266,0.99471,0.96237,0.25951,0.15023,0.80454,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,9154.11,0.34784,0.23953,0.84561,0.98953,0.99266,0.99472,0.96191,0.25904,0.14962,0.80359,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,9254.73,0.34756,0.23782,0.84676,0.98986,0.99266,0.99472,0.96094,0.25957,0.14919,0.8039,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,9354.88,0.34662,0.23627,0.84662,0.99018,0.99275,0.99474,0.96113,0.25919,0.14861,0.80341,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,9458.02,0.34268,0.23428,0.84651,0.98885,0.99292,0.99474,0.9612,0.25837,0.14993,0.80318,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,9561.27,0.34245,0.23842,0.84505,0.98749,0.99316,0.99445,0.96168,0.25769,0.14992,0.80313,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,9667.05,0.34211,0.2353,0.84688,0.98906,0.99286,0.99445,0.96189,0.2572,0.14903,0.80336,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,9769.2,0.33915,0.23185,0.84408,0.98995,0.99272,0.9945,0.96181,0.25672,0.14775,0.80341,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,9871.23,0.33659,0.22865,0.84154,0.99018,0.99271,0.99451,0.96216,0.25633,0.14747,0.80322,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,9973.27,0.34187,0.23138,0.84687,0.99037,0.99273,0.99456,0.9624,0.25502,0.14702,0.8027,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,10075.2,0.33593,0.23189,0.84406,0.99132,0.99283,0.99461,0.96213,0.25479,0.14676,0.80301,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,10177,0.33767,0.23026,0.84453,0.99146,0.99289,0.99461,0.96257,0.25451,0.14643,0.803,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,10279,0.33996,0.22743,0.84429,0.99077,0.99284,0.99464,0.96215,0.25456,0.14649,0.80323,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,10379.7,0.33429,0.22564,0.84118,0.99145,0.99287,0.99466,0.96262,0.25512,0.14719,0.80375,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,10480.3,0.33503,0.22884,0.84328,0.99164,0.99293,0.99466,0.96212,0.25373,0.14903,0.80239,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,10583,0.33788,0.23159,0.8412,0.99304,0.99454,0.99467,0.96302,0.25315,0.14818,0.80189,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,10684,0.32864,0.22512,0.84239,0.99315,0.9945,0.99467,0.96377,0.25332,0.14852,0.80185,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,10784.5,0.33153,0.22541,0.84222,0.99302,0.9946,0.99471,0.96396,0.25336,0.14746,0.8018,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,10885,0.33156,0.22794,0.84072,0.99317,0.9946,0.99469,0.96419,0.25306,0.14802,0.80152,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,10985.4,0.33292,0.22758,0.84176,0.99312,0.99471,0.99467,0.96382,0.25312,0.14734,0.80157,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,11086,0.33099,0.2251,0.84108,0.99319,0.99462,0.99467,0.96348,0.25295,0.14625,0.80177,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,11186.6,0.3291,0.22629,0.84204,0.99187,0.99308,0.99464,0.96419,0.25338,0.14537,0.80265,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,11287.3,0.33186,0.22797,0.84448,0.99331,0.99461,0.99467,0.96488,0.2531,0.14654,0.80268,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,11388,0.32735,0.22285,0.84052,0.99324,0.99463,0.99466,0.96456,0.25276,0.14657,0.80188,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,11490.9,0.32472,0.22386,0.84224,0.99324,0.99462,0.99464,0.96446,0.25162,0.14606,0.80133,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,11593.9,0.32206,0.22026,0.84005,0.99322,0.99461,0.99466,0.9648,0.25171,0.14595,0.80138,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,11695.8,0.32344,0.22119,0.83899,0.99291,0.99419,0.99467,0.96451,0.25157,0.14625,0.80139,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,11798.1,0.32243,0.2218,0.84025,0.9924,0.99419,0.99468,0.96448,0.2514,0.14611,0.80127,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,11900.1,0.32313,0.21973,0.83972,0.99196,0.99419,0.99468,0.96462,0.25138,0.14556,0.80135,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,12002.3,0.3206,0.22208,0.839,0.99156,0.99419,0.99466,0.96463,0.25099,0.14513,0.80147,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,12104.4,0.31755,0.21662,0.83662,0.99159,0.99419,0.99466,0.965,0.25095,0.1456,0.80127,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,12206.3,0.32109,0.21609,0.8395,0.99162,0.99419,0.99466,0.96518,0.25056,0.14531,0.80123,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,12307.2,0.31682,0.21485,0.83741,0.99156,0.99419,0.99465,0.9649,0.25037,0.14516,0.80119,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,12407.7,0.31386,0.21727,0.83788,0.99151,0.99419,0.99465,0.96489,0.24982,0.14503,0.80118,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,12508.5,0.31992,0.21477,0.83731,0.99153,0.99419,0.99469,0.96476,0.24979,0.14501,0.80115,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,12609,0.31757,0.21558,0.83708,0.99157,0.99419,0.99469,0.96491,0.24974,0.14489,0.801,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,12709.6,0.31539,0.21607,0.83643,0.99143,0.99419,0.99469,0.96485,0.24932,0.14371,0.80088,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,12809.9,0.31004,0.21128,0.83648,0.99124,0.99419,0.99468,0.96502,0.24917,0.14381,0.80079,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,12910.5,0.31081,0.21233,0.83422,0.99098,0.99419,0.99468,0.96515,0.24884,0.14414,0.80072,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,13011.3,0.31485,0.21569,0.83922,0.99096,0.99419,0.99466,0.96485,0.24905,0.14323,0.80076,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,13112,0.31115,0.21117,0.83597,0.991,0.99419,0.99466,0.96481,0.24888,0.14285,0.80084,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,13213.1,0.30955,0.21013,0.83549,0.99087,0.99419,0.99465,0.96507,0.24886,0.14356,0.80089,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
