epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,6743.02,0.34724,0.21948,0.81425,0.99014,0.99434,0.99484,0.94969,0.28552,0.16671,0.78074,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,6792.68,0.34617,0.21814,0.81496,0.99029,0.99477,0.99484,0.94702,0.28708,0.16528,0.77963,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,6842.78,0.34979,0.21946,0.813,0.99011,0.99479,0.99484,0.9478,0.28728,0.16611,0.7803,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,6892.91,0.34463,0.21448,0.81412,0.9915,0.98933,0.9937,0.94973,0.28686,0.16521,0.77979,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,6942.68,0.33857,0.21231,0.81273,0.9913,0.98933,0.9937,0.9484,0.28763,0.16267,0.78023,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,6992.33,0.34263,0.21435,0.81371,0.99096,0.98933,0.9937,0.94832,0.28694,0.16336,0.77941,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,7042.39,0.3423,0.21583,0.81208,0.99471,0.98923,0.99372,0.94933,0.2864,0.16306,0.77806,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,7098.11,0.34048,0.21525,0.81408,0.99448,0.98933,0.99374,0.94878,0.28577,0.1615,0.77814,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,7147.93,0.34146,0.21268,0.81269,0.99502,0.98876,0.99371,0.94774,0.28532,0.15929,0.7795,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,7197.84,0.3376,0.21056,0.81096,0.99484,0.98887,0.9938,0.94991,0.28445,0.16007,0.77988,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,7247.45,0.33662,0.20988,0.81277,0.99741,0.99091,0.99497,0.94986,0.28367,0.15984,0.77948,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,7297.28,0.33927,0.21077,0.81203,0.9974,0.99174,0.99497,0.9506,0.28236,0.16108,0.77941,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,7347.01,0.33425,0.20919,0.81261,0.99559,0.99206,0.99497,0.9507,0.28066,0.163,0.78001,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,7396.64,0.32853,0.20391,0.81152,0.99644,0.99206,0.99497,0.95047,0.27879,0.16264,0.78005,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,7446.63,0.32765,0.20324,0.80753,0.99496,0.99206,0.99497,0.95131,0.27882,0.16389,0.78169,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,7496.5,0.33122,0.20781,0.81265,0.99268,0.99434,0.99497,0.95081,0.27848,0.16111,0.78475,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,7546.09,0.32897,0.20554,0.81223,0.98889,0.99165,0.99378,0.94995,0.28019,0.15973,0.78525,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,7595.72,0.32969,0.20385,0.81085,0.98859,0.99479,0.99492,0.95007,0.27953,0.16164,0.7849,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,7645.61,0.32776,0.20492,0.81102,0.99103,0.99479,0.99495,0.94795,0.27915,0.16009,0.785,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,7694.88,0.32799,0.20399,0.81177,0.98823,0.99479,0.99492,0.94824,0.27714,0.161,0.78581,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,7743.95,0.32482,0.20279,0.81091,0.98883,0.99479,0.99495,0.95029,0.27687,0.1607,0.78582,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,7793.01,0.3204,0.20195,0.80887,0.9917,0.99375,0.99497,0.94998,0.27678,0.15964,0.78451,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,7842.15,0.32471,0.20302,0.80831,0.99048,0.99206,0.99388,0.95258,0.27638,0.1585,0.78346,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,7891.19,0.32194,0.20198,0.80725,0.9916,0.99206,0.99382,0.95238,0.27518,0.15565,0.78172,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,7940.35,0.31611,0.19663,0.80854,0.99305,0.99206,0.99388,0.95118,0.2734,0.15481,0.77932,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,7989.5,0.31597,0.19576,0.80724,0.99195,0.99206,0.99391,0.95344,0.27218,0.15449,0.77734,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,8039.45,0.31265,0.19553,0.80874,0.99049,0.99206,0.99395,0.95296,0.27051,0.15331,0.77595,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,8089.26,0.31594,0.19582,0.80889,0.99034,0.99206,0.99395,0.95152,0.2707,0.153,0.77581,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,8142.89,0.31768,0.1959,0.80917,0.99145,0.99206,0.99393,0.95118,0.27091,0.15395,0.77544,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,8200.53,0.31558,0.19506,0.80662,0.99221,0.99206,0.99395,0.9523,0.27007,0.15279,0.77498,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,8262.33,0.31403,0.19523,0.80816,0.99159,0.99206,0.99389,0.9522,0.26823,0.15296,0.77412,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
